#DATA_BASE;UF;CODMUN;MUNICIPIO;CNPJ;NOME_INSTITUICAO;AGEN_ESPERADAS;AGEN_PROCESSADAS;VERBETE_110_ENCAIXE;VERBETE_111_CAIXA;VERBETE_112_DEPOSITOS_BANCARIOS;VERBETE_113_BACEN_RESERV_BANC_EM_ESPECIE;VERBETE_114_APLIC_TEMPORARIAS_EM_OURO;VERBETE_120_APLIC_INTERFINANC_DE_LIQUIDEZ;VERBETE_130_TIT_E_VAL_MOB_E_INST_FIN_DERIV;VERBETE_140_REL_INTERFINANC_E_INTERDEPEND;VERBETE_141_CORRESPONDENTES_NO_EXTERIOR + VERBETE_142_CORRESPONDENTES_NO_PAIS;VERBETE_143_DEPEND_MATRIZ_E_CONGENERES_NO_EXTERIOR_EM;"VERBETE_144_COBRANCA_EM_TRANSITO + VERBETE_145_ORDENS_DE_PAGAMENTO	+ VERBETE_146_VAL_LIGADAS_E_TERC_EM_TRANSITO + VERBETE_147_DEPENDENCIAS_NO_PAIS	+ VERBETE_152_SUPRIMENTOS_INTERDEPENDENCIAS";VERBETE_153_RELACOES_COM_A_CARTEIRA_DE_CAMBIO_E_DE_DESENVOL;VERBETE_158_OUTR_REL_INTERF_E_INTERDEPEND;VERBETE_160_OPERACOES_DE_CREDITO;VERBETE_161_EMPRES_E_TIT_DESCONTADOS;VERBETE_162_FINANCIAMENTOS;VERBETE_163_FIN_RURAIS_AGRICUL_CUST/INVEST;VERBETE_164_FIN_RURAIS_PECUAR_CUST/INVEST;VERBETE_165_FIN_RURAIS_AGRICUL_COMERCIALIZ;VERBETE_166_FIN_RURAIS_PECUARIA_COMERCIALIZ;VERBETE_167_FINANCIAMENTOS_AGROINDUSTRIAIS+VERBETE_168_RENDAS_A_APROPRIAR_FINANC_RURAIS_AGROINDUSTRIAIS;VERBETE_169_FINANCIAMENTOS_IMOBILIARIOS;VERBETE_171_OUTRAS_OPERACOES_DE_CREDITO;VERBETE_172_OUTROS_CREDITOS;VERBETE_173_CREDITOS_EM_LIQUIDACAO;VERBETE_174_PROV_P/_OPER_CREDITOS;VERBETE_176_OPERACOES_ESPECIAIS;VERBETE_180_ARRENDAMENTO_MERCANTIL;VERBETE_184_PROV_P/OPER_ARR_MERCANTIL;VERBETE_190_OUTROS_VALORES_E_BENS;VERBETE_200_PERMANENTE;VERBETE_300_CONTAS_DE_COMPENSACAO;VERBETE_399_TOTAL_DO_ATIVO;VERBETE_401_SERVICOS_PUBLICOS + VERBETE_402_ATIVIDADES_EMPRESARIAIS + VERBETE_403_ESPECIAIS_DO_TESOURO_NACIONAL + VERBETE_404_SALDOS_CREDORES_EM_CONTAS_DE_EMPRESTIMOS_E_FINAN + VERBETE_411_DE_PESSOAS_FISICAS + VERBETE_412_DE_PESSOAS_JURIDICAS + VERBETE_413_DE_INSTITUICOES_FINANCEIRAS + VERBETE_414_JUDICIAIS + VERBETE_415_OBRIGATORIOS + VERBETE_416_PARA_INVESTIMENTOS + VERBETE_417_VINCULADOS + VERBETE_418_DEMAIS_DEPOSITOS + VERBETE_419_SLD_CRED_CTAS_EMPR_FINANC_OUTR;VERBETE_420_DEPOSITOS_DE_POUPANCA;VERBETE_430_DEPOSITOS_INTERIFNANCEIROS;VERBETE_431_DEPOSITOS_INTERFINANCEIROS;VERBETE_432_DEPOSITOS_A_PRAZO;VERBETE_433_CAPTACEOS_NO_MERCADO_ABERTO;VERBETE_440_REL_INTERFINANC_E_INTERDEPEND;VERBETE_441_CORRESPONDENTES_NO_EXTERIOR + VERBETE_442_CORRESPONDENTES_NO_PAIS;VERBETE_443_DEPENDENCIAS_MATRIZ_E_CONGENERES_NO_EXTERIOR;VERBETE_444_COBRANCA_EM_TRANSITO + VERBETE_445_ORDENS_DE_PAGAMENTO + VERBETE_446_VAL_DE_LIG_E_TERC_EM_TRANSITO + VERBETE_447_DEPENDENCIAS_NO_PAIS + VERBETE_456_SUPRIM_INTERDEPARTAMENTAIS + VERBETE_458_OUTR_REL_INTERFIN_INTERDEPEND;VERBETE_457_RELACOES_COM_A_CARTEIRA_DE_CAMBIO_E_DE_DESENVOLV;VERBETE_460_OBRIG_POR_EMP_E_REPASSES;VERBETE_461_BANCO_CENTRAL_ASSISTENCIA_FINANCEIRA + VERBETE_462_REDESCONTO + VERBETE_463_REFINANCIAMENTOS + VERBETE_467_OPERACOES_ESPECIAIS + VERBETE_468_OUTR_OBRIG_POR_EMPR_E_REPASSES;VERBETE_470_INST_FINANCEIROS_DERIVATIVOS;VERBETE_480_OBRIGACOES_POR_RECEBIMENTO;VERBETE_481_IOF + VERBETE_482_CONTRIBUICOES_PREVIDENCIARIAS + VERBETE_483_TRIBUTOS_ESTAD_E_MUNICIPAIS + VERBETE_484_TRIBUTOS_FEDERAIS + VERBETE_485_FGTS + VERBETE_487_DEMAIS_RECEBIMENTOS;VERBETE_486_PIS/PASEP;VERBETE_490_CHEQUES_ADMINISTRATIVOS + VERBETE_500_OUTRAS_OBRIGACOES;VERBETE_610_PATRIMONIO_LIQUIDO;VERBETE_710_CONTAS_DE_RESULTADO;VERBETE_711_CONTAS_CREDORAS;VERBETE_712_CONTAS_DEVEDORAS;VERBETE_800_CONTAS_DE_COMPENSACAO;VERBETE_899_TOTAL_DO_PASSIVO;CODMUN_IBGE
201910;AC;1030;MANCIO LIMA;00000000;BCO DO BRASIL S.A.;1;1;1047970;1047970;0;0;0;0;0;518450;6872;0;511578;;0;29893673;22531073;691812;3943802;0;0;0;0;65409;0;2661576;0;0;0;0;0;4331;0;7730441;39194865;2516241;7656809;397962;0;397962;0;16659800;0;0;16659800;0;0;0;0;216675;216675;0;1499768;0;2517168;2844692;-327523;7730441;39194865;1200336
201910;AC;5184;MANOEL URBANO;00360305;CAIXA ECONOMICA FEDERAL;1;1;853501;853501;0;0;0;0;0;-5680154;76228;0;0;;-5756382;14417468;9766912;112828;0;0;0;0;0;5815760;122355;0;0;-1400388;0;0;0;145446;0;26627783;36364044;737720;7092763;470722;0;470722;0;25104;100;0;25004;0;0;0;0;15459;15460;0;579094;0;815397;1245289;-429892;26627783;36364044;1200344
201910;AC;9465;ASSIS BRASIL;00360305;CAIXA ECONOMICA FEDERAL;1;1;266402;266402;0;0;0;0;0;-2274826;26578;0;0;;-2301404;6403539;6438288;217693;0;0;0;0;0;741584;0;0;-7;-994019;0;0;0;0;0;13962842;18357957;547899;2968382;298037;0;298037;0;7721;300;0;7421;0;0;0;0;7340;7340;0;97875;0;467858;735375;-267517;13962842;18357957;1200054
201910;AC;15978;FEIJO;00000000;BCO DO BRASIL S.A.;1;1;1825799;1825799;0;0;0;0;0;401245;14626;0;386618;;0;23474034;11437091;291308;9984248;0;0;0;0;0;0;1761387;0;0;0;0;0;8913;0;5410287;31120277;2469473;3521063;2556995;0;2556995;0;14517886;0;0;14517886;0;0;0;0;43086;43086;0;1125408;0;1476079;1881026;-404947;5410287;31120277;1200302
201910;AC;15978;FEIJO;00360305;CAIXA ECONOMICA FEDERAL;1;1;349188;349188;0;0;0;0;0;-16340718;96460;0;0;;-16437177;28076692;15417791;128119;0;0;0;0;0;13859200;157139;0;0;-1485557;0;0;0;683029;0;43089802;55857994;833725;8690415;1068433;0;1068433;0;45511;1340;0;44171;0;0;0;0;22143;22144;0;272302;0;1835663;2023316;-187653;43089802;55857994;1200302
201910;AC;15978;FEIJO;04902979;BCO DA AMAZONIA S.A.;1;1;327111;327111;0;0;0;0;0;4532559;0;0;4532559;;0;3135362;3065685;0;0;0;0;0;0;0;0;69677;0;0;0;0;0;0;0;55352614;63347646;2634841;4584532;306718;0;306718;0;57244;0;0;57244;0;0;0;0;417;417;0;8393;0;402887;589164;-186277;55352614;63347646;1200302
201910;AC;18690;XAPURI;00000000;BCO DO BRASIL S.A.;1;1;1482578;1482578;0;0;0;0;51836;2114758;0;0;2114758;;0;47493286;13968393;619476;30544126;0;0;0;0;0;0;2361290;0;0;0;0;0;8144;0;10241082;61391684;4950196;9919562;2954393;0;2954393;0;30214150;0;0;30214150;0;0;0;0;16851;16850;0;1236410;0;1859039;2318800;-459761;10241082;61391684;1200708
201910;AC;18690;XAPURI;04902979;BCO DA AMAZONIA S.A.;1;1;188361;188361;0;0;0;0;0;8510090;0;0;8510090;;0;1571324;1522524;0;3026;0;0;0;0;0;0;45774;0;0;0;0;0;0;0;74864930;85134706;5664113;4183392;139045;0;139045;0;25603;0;0;25603;0;0;0;0;1390;1390;0;159253;0;96980;261159;-164179;74864930;85134706;1200708
201910;AC;27478;TARAUACA;00000000;BCO DO BRASIL S.A.;1;1;2008375;2008375;0;0;0;0;0;3960218;0;0;3960218;;0;75013654;41747401;1516085;25449838;0;0;0;2;1627003;0;4673324;0;0;0;0;0;8943;0;27416395;108407584;4447081;9772566;2050370;0;2050370;0;57962595;0;0;57962595;0;0;0;0;223483;223483;0;2712315;0;3822780;5069015;-1246234;27416395;108407584;1200609
201910;AC;27478;TARAUACA;00360305;CAIXA ECONOMICA FEDERAL;1;1;0;0;0;0;0;0;0;-28203267;79496;0;0;;-28282762;51087441;33252628;93085;73965;0;0;0;0;19542087;1288809;0;-1049;-3162085;0;0;0;853471;0;90945851;114683496;1803191;14449190;3728096;0;3728096;0;140541;2500;0;138040;0;0;0;0;25037;25038;0;797263;0;2794327;3912245;-1117918;90945851;114683496;1200609
201910;AC;27478;TARAUACA;04902979;BCO DA AMAZONIA S.A.;1;1;186697;186697;0;0;0;0;0;6236728;0;0;6236728;;0;1886163;1806918;0;0;0;0;0;0;0;0;79245;0;0;0;0;0;0;0;54626529;62936117;1761092;6088061;5594;0;5594;0;223239;0;0;223239;0;0;0;0;31311;31311;0;28844;0;171448;372714;-201267;54626529;62936117;1200609
201910;AC;29074;SENA MADUREIRA;00000000;BCO DO BRASIL S.A.;1;1;1573516;1573516;0;0;0;0;0;2018884;8709;0;2010174;;0;120140533;33597590;1870611;78935173;0;0;0;0;1223644;105749;4407767;0;0;0;0;0;12638;0;25147404;148892975;9515084;15067781;18046805;0;18046805;0;73309705;0;0;73309705;0;0;0;2;381767;381767;0;2686713;0;4737713;5778977;-1041264;25147404;148892975;1200500
201910;AC;29074;SENA MADUREIRA;00360305;CAIXA ECONOMICA FEDERAL;1;1;413726;413726;0;0;0;0;0;-21960843;195794;0;0;;-22156636;47288165;20341785;292354;0;0;0;0;0;28572068;299729;0;-354;-2217416;0;0;0;6254387;0;230969435;262964870;1791807;24118660;3338356;0;3338356;0;81526;2890;0;78636;0;0;0;0;24212;24212;0;526228;0;2114647;3599843;-1485196;230969435;262964870;1200500
