#DATA_BASE;UF;CODMUN;MUNICIPIO;CNPJ;NOME_INSTITUICAO;AGEN_ESPERADAS;AGEN_PROCESSADAS;VERBETE_110_DISPONIBILIDADES;VERBETE_111_CAIXA;VERBETE_112_DEPOSITOS_BANCARIOS;VERBETE_113_BACEN_RESERV_BANC_EM_ESPECIE;VERBETE_120_APLIC_INTERFINANC_DE_LIQUIDEZ;VERBETE_130_TIT_E_VAL_MOB_E_INST_FIN_DERIV;VERBETE_140_REL_INTERFINANC_E_INTERDEPEND;VERBETE_141_CORRESPONDENTES_NO_EXTERIOR + VERBETE_142_CORRESPONDENTES_NO_PAIS;"VERBETE_144_COBRANCA_EM_TRANSITO + VERBETE_145_ORDENS_DE_PAGAMENTO	+ VERBETE_146_VAL_LIGADAS_E_TERC_EM_TRANSITO + VERBETE_147_DEPENDENCIAS_NO_PAIS	+ VERBETE_152_SUPRIMENTOS_INTERDEPENDENCIAS";VERBETE_158_OUTR_REL_INTERF_E_INTERDEPEND;VERBETE_160_OPERACOES_DE_CREDITO;VERBETE_161_EMPRES_E_TIT_DESCONTADOS;VERBETE_162_FINANCIAMENTOS;VERBETE_163_FIN_RURAIS_AGRICUL_CUST/INVEST;VERBETE_167_FINANCIAMENTOS_AGROINDUSTRIAIS;VERBETE_169_FINANCIAMENTOS_IMOBILIARIOS;VERBETE_171_OUTRAS_OPERACOES_DE_CREDITO;VERBETE_172_OUTROS_CREDITOS;VERBETE_174_PROV_P/_OPER_CREDITOS;VERBETE_176_OPERACOES_ESPECIAIS;VERBETE_180_ARRENDAMENTO_MERCANTIL;VERBETE_184_PROV_P/OPER_ARR_MERCANTIL;VERBETE_190_OUTROS_VALORES_E_BENS;VERBETE_200_PERMANENTE;VERBETE_399_TOTAL_DO_ATIVO;VERBETE_401_SERVICOS_PUBLICOS + VERBETE_402_ATIVIDADES_EMPRESARIAIS + VERBETE_403_ESPECIAIS_DO_TESOURO_NACIONAL + VERBETE_404_SALDOS_CREDORES_EM_CONTAS_DE_EMPRESTIMOS_E_FINAN + VERBETE_411_DE_PESSOAS_FISICAS + VERBETE_412_DE_PESSOAS_JURIDICAS + VERBETE_413_DE_INSTITUICOES_FINANCEIRAS + VERBETE_414_JUDICIAIS + VERBETE_415_OBRIGATORIOS + VERBETE_416_PARA_INVESTIMENTOS + VERBETE_417_VINCULADOS + VERBETE_418_DEMAIS_DEPOSITOS + VERBETE_419_SLD_CRED_CTAS_EMPR_FINANC_OUTR;VERBETE_420_DEPOSITOS_DE_POUPANCA;VERBETE_430_DEPOSITOS_INTERIFNANCEIROS;VERBETE_431_DEPOSITOS_INTERFINANCEIROS;VERBETE_432_DEPOSITOS_A_PRAZO;VERBETE_433_CAPTACEOS_NO_MERCADO_ABERTO;VERBETE_440_REL_INTERFINANC_E_INTERDEPEND;VERBETE_441_CORRESPONDENTES_NO_EXTERIOR + VERBETE_442_CORRESPONDENTES_NO_PAIS;VERBETE_444_COBRANCA_EM_TRANSITO + VERBETE_445_ORDENS_DE_PAGAMENTO + VERBETE_446_VAL_DE_LIG_E_TERC_EM_TRANSITO + VERBETE_447_DEPENDENCIAS_NO_PAIS + VERBETE_456_SUPRIM_INTERDEPARTAMENTAIS + VERBETE_458_OUTR_REL_INTERFIN_INTERDEPEND;VERBETE_460_OBRIG_POR_EMP_E_REPASSES;VERBETE_461_BANCO_CENTRAL_ASSISTENCIA_FINANCEIRA + VERBETE_467_OPERACOES_ESPECIAIS + VERBETE_468_OUTR_OBRIG_POR_EMPR_E_REPASSES;VERBETE_470_INST_FINANCEIROS_DERIVATIVOS;VERBETE_480_OBRIGACOES_POR_RECEBIMENTO;VERBETE_481_IOF + VERBETE_482_CONTRIBUICOES_PREVIDENCIARIAS + VERBETE_483_TRIBUTOS_ESTAD_E_MUNICIPAIS + VERBETE_484_TRIBUTOS_FEDERAIS + VERBETE_485_FGTS + VERBETE_487_DEMAIS_RECEBIMENTOS;VERBETE_490_CHEQUES_ADMINISTRATIVOS + VERBETE_500_OUTRAS_OBRIGACOES;VERBETE_610_PATRIMONIO_LIQUIDO;VERBETE_710_CONTAS_DE_RESULTADO;VERBETE_711_CONTAS_CREDORAS;VERBETE_712_CONTAS_DEVEDORAS;VERBETE_899_TOTAL_DO_PASSIVO;CODMUN_IBGE
202301;AC;5184;MANOEL URBANO;00360305;CAIXA ECONOMICA FEDERAL;1;1;0;0;0;0;0;0;-10841255;143147;0;-10984403;24398851;18656155;61529;2541085;0;4337870;105700;0;-1303488;0;0;0;145446;0;13703042;1154352;10669207;51949;0;51949;0;74493;220;74273;0;0;0;18678;18678;1320625;0;413737;392898;20840;13703042;1200344
202301;AC;9465;ASSIS BRASIL;00360305;CAIXA ECONOMICA FEDERAL;1;1;1189594;1189594;0;0;0;0;-7960519;104832;0;-8065351;13662056;12693417;0;1417335;0;234599;0;0;-683295;0;0;0;0;0;6891131;756288;5319043;77746;0;77746;0;24984;250;24734;0;0;0;7555;7555;501451;0;204064;238796;-34732;6891131;1200054
202301;AC;15978;FEIJO;00360305;CAIXA ECONOMICA FEDERAL;1;1;3214565;3214565;0;0;0;0;-35415668;192880;0;-35608548;53500360;37305232;5822;579387;0;17403138;137182;0;-1930401;0;0;0;0;0;21299258;1006716;16670409;793573;0;793573;0;63277;1520;61757;0;0;0;19697;19697;2278000;0;467585;776891;-309306;21299258;1200302
202301;AC;15978;FEIJO;04902979;BCO DA AMAZONIA S.A.;1;1;175912;175912;0;0;0;0;0;0;0;0;12382412;4560386;0;7812510;0;0;0;9516;0;0;0;0;0;0;12558324;4410299;6869272;435002;0;435002;0;699853;0;699854;0;0;0;479;479;31251;0;112167;173135;-60968;12558324;1200302
202301;AC;18690;XAPURI;04902979;BCO DA AMAZONIA S.A.;1;1;348111;348111;0;0;0;0;6182;0;0;6182;34878550;5674136;2864024;26326295;0;0;0;14095;0;0;0;0;0;0;35232843;4150986;5826681;319067;0;319067;0;24604405;0;24604405;0;0;0;1528;1528;91590;0;238587;285620;-47034;35232843;1200708
202301;AC;27478;TARAUACA;00000000;BCO DO BRASIL S.A.;1;1;3147866;3147866;0;0;0;699248;405827;49276;356552;0;199795471;107110451;2089810;75866310;5;2163313;0;12565582;0;0;0;0;21766;0;204070178;13193611;27175461;6803199;0;6803199;0;152355719;0;152355719;0;0;0;393199;393198;1473641;0;2675348;3148963;-473615;204070178;1200609
202301;AC;27478;TARAUACA;00360305;CAIXA ECONOMICA FEDERAL;1;1;2429262;2429262;0;0;0;0;-54714113;145374;0;-54859486;88209759;64778171;0;395188;0;25233802;972895;0;-3170297;0;0;0;0;0;35924908;3273459;23276214;1560111;0;1560111;0;206890;1260;205630;0;0;0;35020;35020;6736284;0;836930;1226483;-389553;35924908;1200609
202301;AC;27478;TARAUACA;04902979;BCO DA AMAZONIA S.A.;1;1;364126;364126;0;0;0;0;358;0;0;358;24672174;5544105;278141;18770683;0;0;0;79245;0;0;0;0;0;0;25036658;3316424;7609902;129356;0;129356;0;13758845;0;13758845;0;0;0;32175;32175;13346;0;176612;240563;-63951;25036658;1200609
202301;AC;29074;SENA MADUREIRA;00000000;BCO DO BRASIL S.A.;1;1;2778996;2778996;0;0;0;0;341640;5961;335679;0;152337458;53615698;619740;88491218;0;1503300;0;8107502;0;0;0;0;14510;0;155472604;8444989;19419625;17637176;0;17637176;0;107301888;0;107301887;0;0;3;227953;227954;953421;0;1487550;1900346;-412796;155472604;1200500
202301;AC;29074;SENA MADUREIRA;00360305;CAIXA ECONOMICA FEDERAL;1;1;1249158;1249158;0;0;0;0;-40931391;78759;0;-41010150;85737848;39522649;97597;14748282;0;33800273;198494;0;-2629446;0;0;0;2044134;0;48099747;4749739;36436270;909247;0;909247;0;147979;200;147779;0;0;0;18990;18991;5242294;0;595229;1121930;-526701;48099747;1200500
202301;AC;29074;SENA MADUREIRA;04902979;BCO DA AMAZONIA S.A.;1;1;371804;371804;0;0;0;0;1148989;0;1148989;0;20140183;9585716;2819978;7551167;0;0;0;183322;0;0;0;0;0;0;21660976;8594037;12748809;55178;0;55178;0;111992;0;111992;0;0;0;144;144;9908;0;140907;242277;-101370;21660976;1200500
202301;AC;29988;PLACIDO DE CASTRO;00000000;BCO DO BRASIL S.A.;1;1;1118945;1118945;0;0;0;0;115632;5030;110603;0;95613256;29427114;766432;61405743;0;333888;0;3680080;0;0;0;0;9069;0;96856903;3993721;11794433;2720703;0;2720703;0;76477312;0;76477312;0;0;0;46282;46282;846040;0;978413;1140237;-161825;96856903;1200385
