#DATA_BASE;UF;CODMUN;MUNICIPIO;CNPJ;NOME_INSTITUICAO;AGEN_ESPERADAS;AGEN_PROCESSADAS;VERBETE_110_DISPONIBILIDADES;VERBETE_111_CAIXA;VERBETE_112_DEPOSITOS_BANCARIOS;VERBETE_113_BACEN_RESERV_BANC_EM_ESPECIE;VERBETE_120_APLIC_INTERFINANC_DE_LIQUIDEZ;VERBETE_130_TIT_E_VAL_MOB_E_INST_FIN_DERIV;VERBETE_140_REL_INTERFINANC_E_INTERDEPEND;VERBETE_141_CORRESPONDENTES_NO_EXTERIOR + VERBETE_142_CORRESPONDENTES_NO_PAIS;"VERBETE_144_COBRANCA_EM_TRANSITO + VERBETE_145_ORDENS_DE_PAGAMENTO	+ VERBETE_146_VAL_LIGADAS_E_TERC_EM_TRANSITO + VERBETE_147_DEPENDENCIAS_NO_PAIS	+ VERBETE_152_SUPRIMENTOS_INTERDEPENDENCIAS";VERBETE_158_OUTR_REL_INTERF_E_INTERDEPEND;VERBETE_160_OPERACOES_DE_CREDITO;VERBETE_161_EMPRES_E_TIT_DESCONTADOS;VERBETE_162_FINANCIAMENTOS;VERBETE_163_FIN_RURAIS_AGRICUL_CUST/INVEST;VERBETE_167_FINANCIAMENTOS_AGROINDUSTRIAIS;VERBETE_169_FINANCIAMENTOS_IMOBILIARIOS;VERBETE_171_OUTRAS_OPERACOES_DE_CREDITO;VERBETE_172_OUTROS_CREDITOS;VERBETE_174_PROV_P/_OPER_CREDITOS;VERBETE_176_OPERACOES_ESPECIAIS;VERBETE_180_ARRENDAMENTO_MERCANTIL;VERBETE_184_PROV_P/OPER_ARR_MERCANTIL;VERBETE_190_OUTROS_VALORES_E_BENS;VERBETE_200_PERMANENTE;VERBETE_399_TOTAL_DO_ATIVO;VERBETE_401_SERVICOS_PUBLICOS + VERBETE_402_ATIVIDADES_EMPRESARIAIS + VERBETE_403_ESPECIAIS_DO_TESOURO_NACIONAL + VERBETE_404_SALDOS_CREDORES_EM_CONTAS_DE_EMPRESTIMOS_E_FINAN + VERBETE_411_DE_PESSOAS_FISICAS + VERBETE_412_DE_PESSOAS_JURIDICAS + VERBETE_413_DE_INSTITUICOES_FINANCEIRAS + VERBETE_414_JUDICIAIS + VERBETE_415_OBRIGATORIOS + VERBETE_416_PARA_INVESTIMENTOS + VERBETE_417_VINCULADOS + VERBETE_418_DEMAIS_DEPOSITOS + VERBETE_419_SLD_CRED_CTAS_EMPR_FINANC_OUTR;VERBETE_420_DEPOSITOS_DE_POUPANCA;VERBETE_430_DEPOSITOS_INTERIFNANCEIROS;VERBETE_431_DEPOSITOS_INTERFINANCEIROS;VERBETE_432_DEPOSITOS_A_PRAZO;VERBETE_433_CAPTACEOS_NO_MERCADO_ABERTO;VERBETE_440_REL_INTERFINANC_E_INTERDEPEND;VERBETE_441_CORRESPONDENTES_NO_EXTERIOR + VERBETE_442_CORRESPONDENTES_NO_PAIS;VERBETE_444_COBRANCA_EM_TRANSITO + VERBETE_445_ORDENS_DE_PAGAMENTO + VERBETE_446_VAL_DE_LIG_E_TERC_EM_TRANSITO + VERBETE_447_DEPENDENCIAS_NO_PAIS + VERBETE_456_SUPRIM_INTERDEPARTAMENTAIS + VERBETE_458_OUTR_REL_INTERFIN_INTERDEPEND;VERBETE_460_OBRIG_POR_EMP_E_REPASSES;VERBETE_461_BANCO_CENTRAL_ASSISTENCIA_FINANCEIRA + VERBETE_467_OPERACOES_ESPECIAIS + VERBETE_468_OUTR_OBRIG_POR_EMPR_E_REPASSES;VERBETE_470_INST_FINANCEIROS_DERIVATIVOS;VERBETE_480_OBRIGACOES_POR_RECEBIMENTO;VERBETE_481_IOF + VERBETE_482_CONTRIBUICOES_PREVIDENCIARIAS + VERBETE_483_TRIBUTOS_ESTAD_E_MUNICIPAIS + VERBETE_484_TRIBUTOS_FEDERAIS + VERBETE_485_FGTS + VERBETE_487_DEMAIS_RECEBIMENTOS;VERBETE_490_CHEQUES_ADMINISTRATIVOS + VERBETE_500_OUTRAS_OBRIGACOES;VERBETE_610_PATRIMONIO_LIQUIDO;VERBETE_710_CONTAS_DE_RESULTADO;VERBETE_711_CONTAS_CREDORAS;VERBETE_712_CONTAS_DEVEDORAS;VERBETE_899_TOTAL_DO_PASSIVO;CODMUN_IBGE
202407;AC;5184;MANOEL URBANO;00360305;CAIXA ECONOMICA FEDERAL;1;1;1064855;1064855;0;0;0;0;-12639999;0;0;-12639999;28477996;20001254;29777;5654123;0;3995887;98907;0;-1301953;0;0;0;0;0;16902852;2385913;10977044;1747907;0;1747907;0;62373;50;62323;0;0;0;24009;24009;1309612;0;395993;432282;-36289;16902852;1200344
202407;AC;9465;ASSIS BRASIL;00360305;CAIXA ECONOMICA FEDERAL;1;1;1248874;1248874;0;0;0;0;-8567938;115075;0;-8683013;18749878;15704022;132957;1756948;0;2314892;0;0;-1158943;0;0;0;0;0;11430815;1482550;6509713;1775673;0;1775673;0;27912;0;27912;0;0;0;9696;9696;1434901;0;190368;289800;-99432;11430815;1200054
202407;AC;15978;FEIJO;00360305;CAIXA ECONOMICA FEDERAL;1;1;2252939;2252939;0;0;0;0;-37116330;127052;0;-37243382;66383406;44272551;0;942260;0;22997351;127250;0;-1956005;0;0;0;0;0;31520015;3303889;20438201;1237199;0;1237199;0;80912;1280;79632;0;0;0;17464;17464;5723458;0;718890;946483;-227593;31520015;1200302
202407;AC;15978;FEIJO;04902979;BCO DA AMAZONIA S.A.;1;1;481558;481558;0;0;0;0;0;0;0;0;13503146;5143227;71330;8273435;0;0;0;15154;0;0;0;0;0;0;13984704;5321727;6907149;507075;0;507075;0;1063841;0;1063841;0;0;0;4780;4780;53303;0;126829;179806;-52977;13984704;1200302
202407;AC;18690;XAPURI;04902979;BCO DA AMAZONIA S.A.;1;1;290504;290504;0;0;0;0;6182;0;0;6182;55321649;6540861;6623988;42148931;0;0;0;7870;0;0;0;0;0;0;55618335;16551416;6226557;188008;0;188008;0;32241529;0;32241529;0;0;0;113;113;18506;0;392207;449854;-57647;55618335;1200708
202407;AC;27478;TARAUACA;00000000;BCO DO BRASIL S.A.;1;1;3302111;3302111;0;0;0;789226;4338859;52400;4185079;101380;330299067;133631904;5662991;173511320;7;2304510;0;15188334;0;0;0;0;28841;0;338758104;18953039;32939533;8663264;0;8663264;0;271262428;0;271262429;0;0;0;636153;636153;2245507;0;4058179;4681494;-623315;338758104;1200609
202407;AC;27478;TARAUACA;00360305;CAIXA ECONOMICA FEDERAL;1;1;2290421;2290421;0;0;0;0;-54089838;129989;0;-54219827;104404079;71536399;0;3575627;0;31798422;865308;0;-3371676;0;0;0;0;0;52604662;7085949;26458066;7822814;0;7822814;0;175102;360;174742;0;0;0;76781;76781;10065655;0;920295;1407805;-487510;52604662;1200609
202407;AC;27478;TARAUACA;04902979;BCO DA AMAZONIA S.A.;1;1;245661;245661;0;0;0;0;358;0;0;358;32051680;4486816;1775257;25701097;0;0;0;88509;0;0;0;0;0;0;32297699;9668606;8656017;121023;0;121023;0;13651238;0;13651237;0;0;0;26663;26663;19832;0;154321;281766;-127446;32297699;1200609
202407;AC;29074;SENA MADUREIRA;00000000;BCO DO BRASIL S.A.;1;1;1827982;1827982;0;0;0;565469;6242768;10791;6231977;0;213094061;69033676;1061691;132779936;0;1255324;0;8963434;0;0;0;0;13278;0;221743558;10918008;21664468;19288931;0;19288931;0;165523970;0;165523970;0;0;3;255983;255984;1399166;0;2693029;3088457;-395428;221743558;1200500
202407;AC;29074;SENA MADUREIRA;00360305;CAIXA ECONOMICA FEDERAL;1;1;2469130;2469130;0;0;0;0;-41045708;104069;0;-41149776;107230742;41999930;1859938;35150492;0;33239796;184086;0;-5203500;0;0;0;2131360;0;70785525;7523449;44946155;5675321;0;5675321;0;147130;0;147130;0;0;0;73915;73915;11139517;0;1280038;1917667;-637629;70785525;1200500
202407;AC;29074;SENA MADUREIRA;04902979;BCO DA AMAZONIA S.A.;1;1;209484;209484;0;0;0;0;0;0;0;0;26269637;10281822;5388097;10442615;0;0;0;157102;0;0;0;0;0;0;26479121;8876376;13231479;70190;0;70190;0;4054572;0;4054571;0;0;0;982;982;20595;0;224928;312566;-87637;26479121;1200500
202407;AC;29988;PLACIDO DE CASTRO;00000000;BCO DO BRASIL S.A.;1;1;838913;838913;0;0;0;0;2088908;19903;2069005;0;129533353;39329433;2008116;83334154;0;392786;0;4468863;0;0;0;0;11381;0;132472555;6419126;11753583;3140031;0;3140031;0;108568052;0;108568052;0;0;0;69216;69215;1150650;0;1371898;1573718;-201820;132472555;1200385
