#DATA_BASE;UF;CODMUN;MUNICIPIO;CNPJ;NOME_INSTITUICAO;AGEN_ESPERADAS;AGEN_PROCESSADAS;VERBETE_110_DISPONIBILIDADES;VERBETE_111_CAIXA;VERBETE_112_DEPOSITOS_BANCARIOS;VERBETE_113_BACEN_RESERV_BANC_EM_ESPECIE;VERBETE_120_APLIC_INTERFINANC_DE_LIQUIDEZ;VERBETE_130_TIT_E_VAL_MOB_E_INST_FIN_DERIV;VERBETE_140_REL_INTERFINANC_E_INTERDEPEND;VERBETE_141_CORRESPONDENTES_NO_EXTERIOR + VERBETE_142_CORRESPONDENTES_NO_PAIS;"VERBETE_144_COBRANCA_EM_TRANSITO + VERBETE_145_ORDENS_DE_PAGAMENTO	+ VERBETE_146_VAL_LIGADAS_E_TERC_EM_TRANSITO + VERBETE_147_DEPENDENCIAS_NO_PAIS	+ VERBETE_152_SUPRIMENTOS_INTERDEPENDENCIAS";VERBETE_158_OUTR_REL_INTERF_E_INTERDEPEND;VERBETE_160_OPERACOES_DE_CREDITO;VERBETE_161_EMPRES_E_TIT_DESCONTADOS;VERBETE_162_FINANCIAMENTOS;VERBETE_163_FIN_RURAIS_AGRICUL_CUST/INVEST;VERBETE_167_FINANCIAMENTOS_AGROINDUSTRIAIS;VERBETE_169_FINANCIAMENTOS_IMOBILIARIOS;VERBETE_171_OUTRAS_OPERACOES_DE_CREDITO;VERBETE_172_OUTROS_CREDITOS;VERBETE_174_PROV_P/_OPER_CREDITOS;VERBETE_176_OPERACOES_ESPECIAIS;VERBETE_180_ARRENDAMENTO_MERCANTIL;VERBETE_184_PROV_P/OPER_ARR_MERCANTIL;VERBETE_190_OUTROS_VALORES_E_BENS;VERBETE_200_PERMANENTE;VERBETE_399_TOTAL_DO_ATIVO;VERBETE_401_SERVICOS_PUBLICOS + VERBETE_402_ATIVIDADES_EMPRESARIAIS + VERBETE_403_ESPECIAIS_DO_TESOURO_NACIONAL + VERBETE_404_SALDOS_CREDORES_EM_CONTAS_DE_EMPRESTIMOS_E_FINAN + VERBETE_411_DE_PESSOAS_FISICAS + VERBETE_412_DE_PESSOAS_JURIDICAS + VERBETE_413_DE_INSTITUICOES_FINANCEIRAS + VERBETE_414_JUDICIAIS + VERBETE_415_OBRIGATORIOS + VERBETE_416_PARA_INVESTIMENTOS + VERBETE_417_VINCULADOS + VERBETE_418_DEMAIS_DEPOSITOS + VERBETE_419_SLD_CRED_CTAS_EMPR_FINANC_OUTR;VERBETE_420_DEPOSITOS_DE_POUPANCA;VERBETE_430_DEPOSITOS_INTERIFNANCEIROS;VERBETE_431_DEPOSITOS_INTERFINANCEIROS;VERBETE_432_DEPOSITOS_A_PRAZO;VERBETE_433_CAPTACEOS_NO_MERCADO_ABERTO;VERBETE_440_REL_INTERFINANC_E_INTERDEPEND;VERBETE_441_CORRESPONDENTES_NO_EXTERIOR + VERBETE_442_CORRESPONDENTES_NO_PAIS;VERBETE_444_COBRANCA_EM_TRANSITO + VERBETE_445_ORDENS_DE_PAGAMENTO + VERBETE_446_VAL_DE_LIG_E_TERC_EM_TRANSITO + VERBETE_447_DEPENDENCIAS_NO_PAIS + VERBETE_456_SUPRIM_INTERDEPARTAMENTAIS + VERBETE_458_OUTR_REL_INTERFIN_INTERDEPEND;VERBETE_460_OBRIG_POR_EMP_E_REPASSES;VERBETE_461_BANCO_CENTRAL_ASSISTENCIA_FINANCEIRA + VERBETE_467_OPERACOES_ESPECIAIS + VERBETE_468_OUTR_OBRIG_POR_EMPR_E_REPASSES;VERBETE_470_INST_FINANCEIROS_DERIVATIVOS;VERBETE_480_OBRIGACOES_POR_RECEBIMENTO;VERBETE_481_IOF + VERBETE_482_CONTRIBUICOES_PREVIDENCIARIAS + VERBETE_483_TRIBUTOS_ESTAD_E_MUNICIPAIS + VERBETE_484_TRIBUTOS_FEDERAIS + VERBETE_485_FGTS + VERBETE_487_DEMAIS_RECEBIMENTOS;VERBETE_490_CHEQUES_ADMINISTRATIVOS + VERBETE_500_OUTRAS_OBRIGACOES;VERBETE_610_PATRIMONIO_LIQUIDO;VERBETE_710_CONTAS_DE_RESULTADO;VERBETE_711_CONTAS_CREDORAS;VERBETE_712_CONTAS_DEVEDORAS;VERBETE_899_TOTAL_DO_PASSIVO;CODMUN_IBGE
202309;AC;5184;MANOEL URBANO;00360305;CAIXA ECONOMICA FEDERAL;1;1;0;0;0;0;0;0;-11107582;227;0;-11107808;26735188;19837966;46580;3793723;0;4376502;103085;0;-1422668;0;0;0;0;0;15627606;2589722;10068252;847534;0;847534;0;118163;300;117863;0;0;0;46652;46652;1051683;0;905599;1266174;-360575;15627606;1200344
202309;AC;9465;ASSIS BRASIL;00360305;CAIXA ECONOMICA FEDERAL;1;1;1220191;1220191;0;0;0;0;-9011924;88360;0;-9100284;16013880;14590569;0;1806425;0;410464;0;0;-793579;0;0;0;0;0;8222147;600510;4548821;1298708;0;1298708;0;24173;0;24173;0;0;0;8520;8520;1205310;0;536105;802230;-266125;8222147;1200054
202309;AC;15978;FEIJO;00360305;CAIXA ECONOMICA FEDERAL;1;1;1871531;1871531;0;0;0;0;-33564355;181233;0;-33745588;59185995;40663051;2443;933503;0;19344422;134234;0;-1891658;0;0;0;0;0;27493172;2330747;17043474;1175666;0;1175666;0;99550;1470;98080;0;0;0;15584;15584;5090278;0;1737872;2551310;-813437;27493172;1200302
202309;AC;15978;FEIJO;04902979;BCO DA AMAZONIA S.A.;1;1;427459;427459;0;0;0;0;0;0;0;0;13584270;4768923;100426;8700693;0;0;0;14229;0;0;0;0;0;0;14011729;4734840;6445148;459103;0;459103;0;1902027;0;1902026;0;0;0;1658;1658;36778;0;432175;593907;-161732;14011729;1200302
202309;AC;18690;XAPURI;04902979;BCO DA AMAZONIA S.A.;1;1;201314;201314;0;0;0;0;6182;0;0;6182;43414983;6045630;3255036;34106447;0;0;0;7870;0;0;0;0;0;0;43622479;10908521;5608624;181089;0;181089;0;25957685;0;25957685;0;0;0;3835;3835;11054;0;951670;1095383;-143713;43622479;1200708
202309;AC;27478;TARAUACA;00000000;BCO DO BRASIL S.A.;1;1;4080502;4080502;0;0;0;701424;5546623;36757;5509866;0;253134225;124752287;1996502;110705504;6;2081891;0;13598035;0;0;0;0;22995;0;263485769;18811361;28940629;6910364;0;6910364;0;196787013;0;196787013;0;0;0;137516;137515;1781136;0;10117751;11743255;-1625504;263485769;1200609
202309;AC;27478;TARAUACA;00360305;CAIXA ECONOMICA FEDERAL;1;1;3888672;3888672;0;0;0;0;-54476550;140075;0;-54616625;94868056;68265076;0;2188937;0;27255650;931888;0;-3773494;0;0;0;0;0;44280178;5123162;24833749;3710285;0;3710285;0;221126;1750;219376;0;0;0;33547;33547;7735242;0;2623069;3910012;-1286943;44280178;1200609
202309;AC;27478;TARAUACA;04902979;BCO DA AMAZONIA S.A.;1;1;220862;220862;0;0;0;0;358;0;0;358;25313379;5189811;618092;19426087;0;0;0;79389;0;0;0;0;0;0;25534599;2583245;6810865;110288;0;110288;0;15054971;0;15054971;0;0;0;4473;4473;18587;0;952170;1115892;-163722;25534599;1200609
202309;AC;29074;SENA MADUREIRA;00000000;BCO DO BRASIL S.A.;1;1;1092993;1092993;0;0;0;0;3442331;18050;3424281;0;181254645;63390322;572311;107664604;0;1325556;0;8301853;0;0;0;0;14053;0;185804023;9874649;19595203;19211417;0;19211417;0;130065409;0;130065409;0;0;3;306239;306240;1276641;0;5474464;6692452;-1217988;185804023;1200500
202309;AC;29074;SENA MADUREIRA;00360305;CAIXA ECONOMICA FEDERAL;1;1;3157154;3157154;0;0;0;0;-48305314;159738;1124000;-49589053;104398909;42354699;91873;31214643;0;34240177;192935;0;-3695418;0;0;0;2044134;0;61294882;4310525;41228915;6253370;0;6253370;0;209888;420;209468;0;0;0;118808;118808;7263587;0;1909789;3833014;-1923225;61294882;1200500
202309;AC;29074;SENA MADUREIRA;04902979;BCO DA AMAZONIA S.A.;1;1;233836;233836;0;0;0;0;0;0;0;0;24782106;9872317;5701948;9051403;0;0;0;156438;0;0;0;0;0;0;25015942;8752796;12260403;48030;0;48030;0;2999908;0;2999908;0;0;0;263;263;34634;0;919907;1195443;-275536;25015942;1200500
202309;AC;29988;PLACIDO DE CASTRO;00000000;BCO DO BRASIL S.A.;1;1;1079674;1079674;0;0;0;0;1411809;17930;1393879;0;110125873;34444397;976644;70434948;0;338710;0;3931175;0;0;0;0;7587;0;112624943;4669446;11345271;4362693;0;4362693;0;87821406;0;87821406;0;0;0;39448;39449;1029613;0;3357067;3883278;-526210;112624943;1200385
202309;AC;29988;PLACIDO DE CASTRO;04902979;BCO DA AMAZONIA S.A.;1;1;504441;504441;0;0;0;0;0;0;0;0;33086769;9493336;4213480;19357057;0;0;0;22895;0;0;0;0;0;0;33591210;3832785;1107582;7351;0;7351;0;27129908;0;27129908;0;0;0;1549;1549;11042;0;1500992;1583487;-82495;33591210;1200385
202309;AC;33730;SENADOR GUIOMARD;00000000;BCO DO BRASIL S.A.;1;1;1901827;1901827;0;0;0;287118;1657524;20185;1637339;0;131251054;45749069;1629383;74386034;0;1341059;0;8145509;0;0;0;0;8423;0;135105946;9241375;17241311;8633150;0;8633150;0;94725569;0;94725569;0;0;0;245639;245639;909458;0;4109442;4899828;-790386;135105946;1200450
202309;AC;33730;SENADOR GUIOMARD;00360305;CAIXA ECONOMICA FEDERAL;1;1;1593450;1593450;0;0;0;0;-34292991;0;0;-34292991;65324256;44302114;59605;111392;0;24702701;0;0;-3851556;0;0;0;0;0;32624715;2744285;22379950;1298637;0;1298637;0;171660;790;170870;0;0;0;22638;22638;4558426;0;1449120;2765595;-1316475;32624715;1200450
202309;AC;35680;CRUZEIRO DO SUL;00000000;BCO DO BRASIL S.A.;1;1;6287896;6287896;0;0;0;0;11871364;30977;11840387;0;378323757;296809511;9240973;18953135;6;6468895;27067;46824169;0;0;0;0;46328;0;396529345;42689833;91360203;35512361;0;35512361;0;199698939;0;199698939;0;0;0;1443652;1443652;7178267;0;18646089;22582486;-3936397;396529345;1200203
202309;AC;35680;CRUZEIRO DO SUL;00360305;CAIXA ECONOMICA FEDERAL;1;1;6085278;6085278;0;0;0;0;-101531865;144251;343592;-102019708;258179392;176833195;163416;259215;0;95137179;559534;0;-14773147;0;0;0;419929;0;163152733;8067343;114018041;16467199;0;16467199;0;560966;510;560455;0;0;0;59717;59717;17257636;0;6721831;11533588;-4811757;163152733;1200203
202309;AC;35680;CRUZEIRO DO SUL;04902979;BCO DA AMAZONIA S.A.;1;1;269871;269871;0;0;0;0;379;0;0;379;58137103;14786894;25646889;17665315;0;0;0;38005;0;0;0;0;0;0;58407354;11363611;8495518;179614;0;179614;0;36232500;0;36232500;0;0;0;780;780;8937;0;2126394;2337441;-211047;58407354;1200203
202309;AC;35680;CRUZEIRO DO SUL;60746948;BCO BRADESCO S.A.;1;1;3578514;3578514;0;0;0;0;38462245;0;38462245;0;3295606;1713156;0;792296;0;0;0;790154;0;0;0;0;0;0;45336365;5808314;24006327;11094744;0;11094744;0;2209010;0;2209010;0;0;0;0;0;1218358;0;999612;1924898;-925286;45336365;1200203
202309;AC;35680;CRUZEIRO DO SUL;90400888;BCO SANTANDER (BRASIL) S.A.;1;1;1295127;1295127;0;0;0;0;899141;0;0;899141;25477349;26643103;742442;0;0;0;0;110657;-2018852;0;0;0;0;0;27671617;96102;1151776;8406162;0;8406162;0;15848190;0;15848190;0;0;0;7061;7061;667073;0;1495253;2184900;-689647;27671617;1200203
202309;AC;35697;BRASILEIA;00000000;BCO DO BRASIL S.A.;1;1;3075836;3075836;0;0;0;0;2768782;7304;2761479;0;150184375;41556460;737218;99782233;0;624217;0;7484248;0;0;0;0;17907;0;156046901;6374668;15650976;1334793;0;1334793;0;126839433;0;126839433;0;0;0;49165;49165;1457646;0;4340220;5120155;-779935;156046901;1200104
202309;AC;35697;BRASILEIA;00360305;CAIXA ECONOMICA FEDERAL;1;1;2174453;2174453;0;0;0;0;-27729897;0;0;-27729897;63757365;48566287;0;196608;0;18504753;114016;0;-3624299;0;0;0;125970;0;38327891;2592007;26313050;3186254;0;3186254;0;184309;2340;181969;0;0;0;54887;54888;2908147;0;3089237;3274982;-185745;38327891;1200104
202309;AC;35697;BRASILEIA;04902979;BCO DA AMAZONIA S.A.;1;1;195453;195453;0;0;0;0;0;0;0;0;38793670;5207641;10598258;22967505;0;0;0;20266;0;0;0;0;0;0;38989123;6971074;8621277;213056;0;213056;0;22012927;0;22012926;0;0;0;6868;6868;32030;0;1131891;1327179;-195288;38989123;1200104
202309;AC;35697;BRASILEIA;60746948;BCO BRADESCO S.A.;1;1;1795686;1795686;0;0;0;0;4770516;0;4747011;23505;6364705;1187206;0;5171817;0;0;0;5681;0;0;0;0;0;0;12930906;825601;4122793;5952352;0;5952352;0;1521020;0;1521020;0;0;0;0;0;71493;0;437646;709025;-271379;12930906;1200104
202309;AC;38955;RIO BRANCO;00000000;BCO DO BRASIL S.A.;9;9;13196388;12735145;461243;0;0;32690536;441179128;66117;440639081;473929;2646873730;1456598920;143265608;718751349;46;50781693;370092;277107463;-1441;0;0;0;364813;34271827;3168576421;317881721;436388622;586498018;0;586498018;0;1680826358;0;1680826358;99668;99668;384;22163238;22163238;30660828;0;94057583;131993919;-37936336;3168576421;1200401
202309;AC;38955;RIO BRANCO;00360305;CAIXA ECONOMICA FEDERAL;4;4;5988815;5988815;0;0;0;0;-663932994;70064;0;-664003058;1816103739;689546240;3124774;78442194;0;1107592307;4459227;0;-67061002;0;0;0;5467992;0;1163627552;49226432;464670802;309124468;0;309124468;0;2768541;88410;2680131;161318612;161318612;0;1361757;1361757;135364019;0;39792921;68090979;-28298058;1163627552;1200401
202309;AC;38955;RIO BRANCO;04902979;BCO DA AMAZONIA S.A.;2;2;1203194;1203194;0;0;0;0;0;0;0;0;554945809;60231168;116132438;374683895;0;0;0;3898308;0;0;0;0;0;0;556149003;39001309;10175419;1517938;0;1517938;0;491490313;0;491490313;0;0;0;55770;55770;176695;0;13731559;14154058;-422499;556149003;1200401
202309;AC;38955;RIO BRANCO;60701190;ITAÚ UNIBANCO S.A.;2;2;1829744;1829744;0;0;0;0;55182310;0;55182310;0;71547762;68854200;2054800;1334650;0;0;0;0;-695888;0;0;0;0;975;128560791;8445434;45435671;69811465;0;69811465;0;178541;0;178542;0;0;0;4463;4463;924750;0;3760467;8331646;-4571180;128560791;1200401
