#DATA_BASE;UF;CODMUN;MUNICIPIO;CNPJ;NOME_INSTITUICAO;AGEN_ESPERADAS;AGEN_PROCESSADAS;VERBETE_110_DISPONIBILIDADES;VERBETE_111_CAIXA;VERBETE_112_DEPOSITOS_BANCARIOS;VERBETE_113_BACEN_RESERV_BANC_EM_ESPECIE;VERBETE_120_APLIC_INTERFINANC_DE_LIQUIDEZ;VERBETE_130_TIT_E_VAL_MOB_E_INST_FIN_DERIV;VERBETE_140_REL_INTERFINANC_E_INTERDEPEND;VERBETE_141_CORRESPONDENTES_NO_EXTERIOR + VERBETE_142_CORRESPONDENTES_NO_PAIS;"VERBETE_144_COBRANCA_EM_TRANSITO + VERBETE_145_ORDENS_DE_PAGAMENTO	+ VERBETE_146_VAL_LIGADAS_E_TERC_EM_TRANSITO + VERBETE_147_DEPENDENCIAS_NO_PAIS	+ VERBETE_152_SUPRIMENTOS_INTERDEPENDENCIAS";VERBETE_158_OUTR_REL_INTERF_E_INTERDEPEND;VERBETE_160_OPERACOES_DE_CREDITO;VERBETE_161_EMPRES_E_TIT_DESCONTADOS;VERBETE_162_FINANCIAMENTOS;VERBETE_163_FIN_RURAIS_AGRICUL_CUST/INVEST;VERBETE_167_FINANCIAMENTOS_AGROINDUSTRIAIS;VERBETE_169_FINANCIAMENTOS_IMOBILIARIOS;VERBETE_171_OUTRAS_OPERACOES_DE_CREDITO;VERBETE_172_OUTROS_CREDITOS;VERBETE_174_PROV_P/_OPER_CREDITOS;VERBETE_176_OPERACOES_ESPECIAIS;VERBETE_180_ARRENDAMENTO_MERCANTIL;VERBETE_184_PROV_P/OPER_ARR_MERCANTIL;VERBETE_190_OUTROS_VALORES_E_BENS;VERBETE_200_PERMANENTE;VERBETE_399_TOTAL_DO_ATIVO;VERBETE_401_SERVICOS_PUBLICOS + VERBETE_402_ATIVIDADES_EMPRESARIAIS + VERBETE_403_ESPECIAIS_DO_TESOURO_NACIONAL + VERBETE_404_SALDOS_CREDORES_EM_CONTAS_DE_EMPRESTIMOS_E_FINAN + VERBETE_411_DE_PESSOAS_FISICAS + VERBETE_412_DE_PESSOAS_JURIDICAS + VERBETE_413_DE_INSTITUICOES_FINANCEIRAS + VERBETE_414_JUDICIAIS + VERBETE_415_OBRIGATORIOS + VERBETE_416_PARA_INVESTIMENTOS + VERBETE_417_VINCULADOS + VERBETE_418_DEMAIS_DEPOSITOS + VERBETE_419_SLD_CRED_CTAS_EMPR_FINANC_OUTR;VERBETE_420_DEPOSITOS_DE_POUPANCA;VERBETE_430_DEPOSITOS_INTERIFNANCEIROS;VERBETE_431_DEPOSITOS_INTERFINANCEIROS;VERBETE_432_DEPOSITOS_A_PRAZO;VERBETE_433_CAPTACEOS_NO_MERCADO_ABERTO;VERBETE_440_REL_INTERFINANC_E_INTERDEPEND;VERBETE_441_CORRESPONDENTES_NO_EXTERIOR + VERBETE_442_CORRESPONDENTES_NO_PAIS;VERBETE_444_COBRANCA_EM_TRANSITO + VERBETE_445_ORDENS_DE_PAGAMENTO + VERBETE_446_VAL_DE_LIG_E_TERC_EM_TRANSITO + VERBETE_447_DEPENDENCIAS_NO_PAIS + VERBETE_456_SUPRIM_INTERDEPARTAMENTAIS + VERBETE_458_OUTR_REL_INTERFIN_INTERDEPEND;VERBETE_460_OBRIG_POR_EMP_E_REPASSES;VERBETE_461_BANCO_CENTRAL_ASSISTENCIA_FINANCEIRA + VERBETE_467_OPERACOES_ESPECIAIS + VERBETE_468_OUTR_OBRIG_POR_EMPR_E_REPASSES;VERBETE_470_INST_FINANCEIROS_DERIVATIVOS;VERBETE_480_OBRIGACOES_POR_RECEBIMENTO;VERBETE_481_IOF + VERBETE_482_CONTRIBUICOES_PREVIDENCIARIAS + VERBETE_483_TRIBUTOS_ESTAD_E_MUNICIPAIS + VERBETE_484_TRIBUTOS_FEDERAIS + VERBETE_485_FGTS + VERBETE_487_DEMAIS_RECEBIMENTOS;VERBETE_490_CHEQUES_ADMINISTRATIVOS + VERBETE_500_OUTRAS_OBRIGACOES;VERBETE_610_PATRIMONIO_LIQUIDO;VERBETE_710_CONTAS_DE_RESULTADO;VERBETE_711_CONTAS_CREDORAS;VERBETE_712_CONTAS_DEVEDORAS;VERBETE_899_TOTAL_DO_PASSIVO;CODMUN_IBGE
202405;AC;5184;MANOEL URBANO;00360305;CAIXA ECONOMICA FEDERAL;1;1;271753;271753;0;0;0;0;-10184480;57;0;-10184537;28391491;19795022;33226;5867923;0;4103614;99757;0;-1508050;0;0;0;0;0;18478764;2649354;11378615;1493418;0;1493418;0;57636;0;57636;0;0;0;27715;27715;1348499;0;1523525;2052980;-529455;18478764;1200344
202405;AC;9465;ASSIS BRASIL;00360305;CAIXA ECONOMICA FEDERAL;1;1;230254;230254;0;0;0;0;-6341244;266459;0;-6607703;18272914;15443113;132957;1739969;0;1976744;0;0;-1019869;0;0;0;0;0;12161924;890231;6857586;2045516;0;2045516;0;22450;0;22450;0;0;0;3718;3718;1454433;0;887990;1403631;-515640;12161924;1200054
202405;AC;15978;FEIJO;00360305;CAIXA ECONOMICA FEDERAL;1;1;2007695;2007695;0;0;0;0;-33299408;289189;0;-33588597;64256750;43457837;0;970519;0;21726650;128313;0;-2026569;0;0;0;0;0;32965037;2535780;19533664;1176792;0;1176792;0;76727;280;76447;0;0;0;14114;14114;6328132;0;3299828;4349213;-1049385;32965037;1200302
202405;AC;15978;FEIJO;04902979;BCO DA AMAZONIA S.A.;1;1;416832;416832;0;0;0;0;1739264;0;1739264;0;13245547;4527800;77782;8624811;0;0;0;15154;0;0;0;0;0;0;15401643;7259041;6886275;500891;0;500891;0;13983;0;13983;0;0;0;1295;1295;68501;0;671657;924956;-253299;15401643;1200302
202405;AC;18690;XAPURI;04902979;BCO DA AMAZONIA S.A.;1;1;499130;499130;0;0;0;0;6182;0;0;6182;52950787;6685435;6146287;40111195;0;0;0;7870;0;0;0;0;0;0;53456099;13788800;6416358;189248;0;189248;0;31142228;0;31142228;0;0;0;1830;1830;20369;0;1897266;2117170;-219904;53456099;1200708
202405;AC;27478;TARAUACA;00000000;BCO DO BRASIL S.A.;1;1;1946974;1946974;0;0;0;771665;2767211;47571;2719640;0;313432417;133392373;5758647;157432379;7;2175726;0;14673286;0;0;0;0;30349;0;318948617;19370546;30037159;9090508;0;9090508;0;238828340;0;238828339;0;0;0;239269;239269;2107111;0;19275686;21725056;-2449370;318948617;1200609
202405;AC;27478;TARAUACA;00360305;CAIXA ECONOMICA FEDERAL;1;1;1389782;1389782;0;0;0;0;-47410571;20150;0;-47430721;102383550;69688302;0;3532481;0;31570261;875274;0;-3282768;0;0;0;0;0;56362762;6657406;25680064;6720502;0;6720502;0;172653;260;172393;0;0;0;28417;28417;12173039;0;4930680;6642346;-1711666;56362762;1200609
202405;AC;27478;TARAUACA;04902979;BCO DA AMAZONIA S.A.;1;1;114854;114854;0;0;0;0;358;0;0;358;27339279;5213997;1245679;20799995;0;0;0;79608;0;0;0;0;0;0;27454492;3521846;8547617;120536;0;120536;0;14419078;0;14419078;0;0;0;2826;2826;26170;0;816419;1082905;-266486;27454492;1200609
202405;AC;29074;SENA MADUREIRA;00000000;BCO DO BRASIL S.A.;1;1;1804792;1804792;0;0;0;549425;2482274;15719;2466555;0;209944790;68422659;747595;130429023;0;1264426;0;9081088;0;0;0;0;13278;0;214794559;10452674;20364303;16060409;0;16060409;0;155353170;0;155353170;0;0;3;206569;206570;1164191;0;11193239;13066524;-1873284;214794559;1200500
202405;AC;29074;SENA MADUREIRA;00360305;CAIXA ECONOMICA FEDERAL;1;1;1841303;1841303;0;0;0;0;-43860234;114878;0;-43975112;109706545;42114670;1866584;36617823;0;33803142;185886;0;-4881561;0;0;0;1591346;0;69278960;6211659;41924037;5232610;0;5232610;0;190946;500;190446;0;0;0;26889;26889;12316807;0;3376012;7173443;-3797431;69278960;1200500
202405;AC;29074;SENA MADUREIRA;04902979;BCO DA AMAZONIA S.A.;1;1;264124;264124;0;0;0;0;0;0;0;0;24993133;9776991;5058165;10000874;0;0;0;157102;0;0;0;0;0;0;25257256;9153432;13125775;68725;0;68725;0;1737847;0;1737848;0;0;0;2176;2176;33713;0;1135589;1538942;-403353;25257256;1200500
202405;AC;29988;PLACIDO DE CASTRO;00000000;BCO DO BRASIL S.A.;1;1;415067;415067;0;0;0;0;1411805;16412;1395393;0;128854169;39030789;1598925;83389277;0;398686;0;4436492;0;0;0;0;11381;0;130692422;5972379;11663985;2800157;0;2800157;0;102672170;0;102672170;0;0;0;116510;116510;966635;0;6500587;7314444;-813857;130692422;1200385
