#DATA_BASE;UF;CODMUN;MUNICIPIO;CNPJ;NOME_INSTITUICAO;AGEN_ESPERADAS;AGEN_PROCESSADAS;VERBETE_110_ENCAIXE;VERBETE_111_CAIXA;VERBETE_112_DEPOSITOS_BANCARIOS;VERBETE_113_BACEN_RESERV_BANC_EM_ESPECIE;VERBETE_114_APLIC_TEMPORARIAS_EM_OURO;VERBETE_120_APLIC_INTERFINANC_DE_LIQUIDEZ;VERBETE_130_TIT_E_VAL_MOB_E_INST_FIN_DERIV;VERBETE_140_REL_INTERFINANC_E_INTERDEPEND;VERBETE_141_CORRESPONDENTES_NO_EXTERIOR + VERBETE_142_CORRESPONDENTES_NO_PAIS;VERBETE_143_DEPEND_MATRIZ_E_CONGENERES_NO_EXTERIOR_EM;"VERBETE_144_COBRANCA_EM_TRANSITO + VERBETE_145_ORDENS_DE_PAGAMENTO	+ VERBETE_146_VAL_LIGADAS_E_TERC_EM_TRANSITO + VERBETE_147_DEPENDENCIAS_NO_PAIS	+ VERBETE_152_SUPRIMENTOS_INTERDEPENDENCIAS";VERBETE_153_RELACOES_COM_A_CARTEIRA_DE_CAMBIO_E_DE_DESENVOL;VERBETE_158_OUTR_REL_INTERF_E_INTERDEPEND;VERBETE_160_OPERACOES_DE_CREDITO;VERBETE_161_EMPRES_E_TIT_DESCONTADOS;VERBETE_162_FINANCIAMENTOS;VERBETE_163_FIN_RURAIS_AGRICUL_CUST/INVEST;VERBETE_164_FIN_RURAIS_PECUAR_CUST/INVEST;VERBETE_165_FIN_RURAIS_AGRICUL_COMERCIALIZ;VERBETE_166_FIN_RURAIS_PECUARIA_COMERCIALIZ;VERBETE_167_FINANCIAMENTOS_AGROINDUSTRIAIS+VERBETE_168_RENDAS_A_APROPRIAR_FINANC_RURAIS_AGROINDUSTRIAIS;VERBETE_169_FINANCIAMENTOS_IMOBILIARIOS;VERBETE_171_OUTRAS_OPERACOES_DE_CREDITO;VERBETE_172_OUTROS_CREDITOS;VERBETE_173_CREDITOS_EM_LIQUIDACAO;VERBETE_174_PROV_P/_OPER_CREDITOS;VERBETE_176_OPERACOES_ESPECIAIS;VERBETE_180_ARRENDAMENTO_MERCANTIL;VERBETE_184_PROV_P/OPER_ARR_MERCANTIL;VERBETE_190_OUTROS_VALORES_E_BENS;VERBETE_200_PERMANENTE;VERBETE_300_CONTAS_DE_COMPENSACAO;VERBETE_399_TOTAL_DO_ATIVO;VERBETE_401_SERVICOS_PUBLICOS + VERBETE_402_ATIVIDADES_EMPRESARIAIS + VERBETE_403_ESPECIAIS_DO_TESOURO_NACIONAL + VERBETE_404_SALDOS_CREDORES_EM_CONTAS_DE_EMPRESTIMOS_E_FINAN + VERBETE_411_DE_PESSOAS_FISICAS + VERBETE_412_DE_PESSOAS_JURIDICAS + VERBETE_413_DE_INSTITUICOES_FINANCEIRAS + VERBETE_414_JUDICIAIS + VERBETE_415_OBRIGATORIOS + VERBETE_416_PARA_INVESTIMENTOS + VERBETE_417_VINCULADOS + VERBETE_418_DEMAIS_DEPOSITOS + VERBETE_419_SLD_CRED_CTAS_EMPR_FINANC_OUTR;VERBETE_420_DEPOSITOS_DE_POUPANCA;VERBETE_430_DEPOSITOS_INTERIFNANCEIROS;VERBETE_431_DEPOSITOS_INTERFINANCEIROS;VERBETE_432_DEPOSITOS_A_PRAZO;VERBETE_433_CAPTACEOS_NO_MERCADO_ABERTO;VERBETE_440_REL_INTERFINANC_E_INTERDEPEND;VERBETE_441_CORRESPONDENTES_NO_EXTERIOR + VERBETE_442_CORRESPONDENTES_NO_PAIS;VERBETE_443_DEPENDENCIAS_MATRIZ_E_CONGENERES_NO_EXTERIOR;VERBETE_444_COBRANCA_EM_TRANSITO + VERBETE_445_ORDENS_DE_PAGAMENTO + VERBETE_446_VAL_DE_LIG_E_TERC_EM_TRANSITO + VERBETE_447_DEPENDENCIAS_NO_PAIS + VERBETE_456_SUPRIM_INTERDEPARTAMENTAIS + VERBETE_458_OUTR_REL_INTERFIN_INTERDEPEND;VERBETE_457_RELACOES_COM_A_CARTEIRA_DE_CAMBIO_E_DE_DESENVOLV;VERBETE_460_OBRIG_POR_EMP_E_REPASSES;VERBETE_461_BANCO_CENTRAL_ASSISTENCIA_FINANCEIRA + VERBETE_462_REDESCONTO + VERBETE_463_REFINANCIAMENTOS + VERBETE_467_OPERACOES_ESPECIAIS + VERBETE_468_OUTR_OBRIG_POR_EMPR_E_REPASSES;VERBETE_470_INST_FINANCEIROS_DERIVATIVOS;VERBETE_480_OBRIGACOES_POR_RECEBIMENTO;VERBETE_481_IOF + VERBETE_482_CONTRIBUICOES_PREVIDENCIARIAS + VERBETE_483_TRIBUTOS_ESTAD_E_MUNICIPAIS + VERBETE_484_TRIBUTOS_FEDERAIS + VERBETE_485_FGTS + VERBETE_487_DEMAIS_RECEBIMENTOS;VERBETE_486_PIS/PASEP;VERBETE_490_CHEQUES_ADMINISTRATIVOS + VERBETE_500_OUTRAS_OBRIGACOES;VERBETE_610_PATRIMONIO_LIQUIDO;VERBETE_710_CONTAS_DE_RESULTADO;VERBETE_711_CONTAS_CREDORAS;VERBETE_712_CONTAS_DEVEDORAS;VERBETE_800_CONTAS_DE_COMPENSACAO;VERBETE_899_TOTAL_DO_PASSIVO;CODMUN_IBGE
201811;AC;1030;MANCIO LIMA;00000000;BCO DO BRASIL S.A.;1;1;1240439;1240439;0;0;0;0;0;554331;0;0;554331;;0;27627937;20595180;897583;3632898;0;0;0;0;113524;0;2388752;0;0;0;0;0;5535;0;7613923;37042166;2036808;7117610;204297;0;204297;0;15755534;0;0;15755534;0;0;0;0;12439;12439;0;1370848;0;2930707;3337006;-406300;7613923;37042166;1200336
201811;AC;5184;MANOEL URBANO;00360305;CAIXA ECONOMICA FEDERAL;1;1;644890;644890;0;0;0;0;0;-6295594;68946;0;1658;;-6366198;13325484;8198241;139862;0;0;0;0;0;6220800;127630;0;0;-1361048;0;0;0;145446;0;25076212;32896439;815824;5515144;378750;0;378750;0;2615;970;0;1646;0;0;0;0;11781;11781;0;6238;0;1089873;1527106;-437233;25076212;32896439;1200344
201811;AC;9465;ASSIS BRASIL;00360305;CAIXA ECONOMICA FEDERAL;1;1;337840;337840;0;0;0;0;0;-3170510;48528;0;0;;-3219038;6969547;6624483;370674;0;0;0;0;0;818147;0;0;0;-843757;0;0;0;0;0;15229689;19366566;415980;2410080;381921;0;381921;0;1602;240;0;1363;0;0;0;0;2323;2323;0;37445;0;887526;1067123;-179597;15229689;19366566;1200054
201811;AC;15978;FEIJO;00000000;BCO DO BRASIL S.A.;1;1;1018228;1018228;0;0;0;0;0;415966;5902;0;410064;;0;20698256;9533022;346025;9336007;0;0;0;19728;0;0;1463473;0;0;0;0;0;6309;0;5442345;27581105;2281696;3289194;1962621;0;1962621;0;12032850;0;0;12032850;0;0;0;0;27015;27015;0;992503;0;1552880;2007556;-454675;5442345;27581105;1200302
201811;AC;15978;FEIJO;00360305;CAIXA ECONOMICA FEDERAL;1;1;1408122;1408122;0;0;0;0;0;-14687707;85547;0;1000;;-14774254;25751239;14011897;286870;0;0;0;0;0;13563349;163489;0;0;-2274365;0;0;0;734720;0;42132285;55338659;1394935;7524115;2121437;0;2121437;0;4362;2080;0;2282;0;0;0;0;12115;12115;0;287305;0;1862105;2714159;-852054;42132285;55338659;1200302
201811;AC;15978;FEIJO;04902979;BCO DA AMAZONIA S.A.;1;1;254078;254078;0;0;0;0;0;4556547;0;0;4556547;;0;3236731;3167060;0;0;0;0;0;0;0;0;69670;0;0;0;0;0;0;0;56544973;64592329;2800835;4280932;288422;0;288422;0;116128;0;0;116128;0;0;0;0;465;465;0;4800;0;555774;784585;-228810;56544973;64592329;1200302
201811;AC;18690;XAPURI;00000000;BCO DO BRASIL S.A.;1;1;1258572;1258572;0;0;0;0;48104;991500;0;0;991500;;0;46314584;13174883;498759;30642946;0;0;0;0;0;0;1997997;0;0;0;0;0;7693;0;8498238;57118691;3603873;9575374;2005484;0;2005484;0;30178517;0;0;30178517;0;0;0;0;24308;24308;0;1199262;0;2033635;2724983;-691348;8498238;57118691;1200708
201811;AC;18690;XAPURI;04902979;BCO DA AMAZONIA S.A.;1;1;164464;164464;0;0;0;0;0;5945877;0;0;5945877;;0;1673286;1573309;0;3026;0;0;0;0;0;0;96951;0;0;0;0;0;0;0;74138420;81922046;3366858;3670068;410224;0;410224;0;62188;0;0;62188;0;0;0;0;1029;1029;0;55706;0;217553;429092;-211539;74138420;81922046;1200708
201811;AC;27478;TARAUACA;00000000;BCO DO BRASIL S.A.;1;1;2281593;2281593;0;0;0;0;0;2438286;0;0;2438286;;0;68091558;37959463;1926787;22995371;0;0;0;14501;1163962;0;4031474;0;0;0;0;0;10068;0;24063223;96884729;4286030;8923174;1837282;0;1837282;0;50682130;0;0;50682130;0;0;0;0;34705;34705;0;2567404;0;4490779;5704451;-1213671;24063223;96884729;1200609
201811;AC;27478;TARAUACA;00360305;CAIXA ECONOMICA FEDERAL;1;1;641900;641900;0;0;0;0;0;-22942021;54851;0;262;;-22997134;47755328;29415956;633376;120985;0;0;0;0;19885126;1366528;0;0;-3666643;0;0;0;1055471;0;91810417;118321094;1807841;14701631;4340118;0;4340118;0;16613;2580;0;14032;0;0;0;0;44763;44764;0;1975283;0;3624428;4790558;-1166129;91810417;118321094;1200609
201811;AC;27478;TARAUACA;04902979;BCO DA AMAZONIA S.A.;1;1;172689;172689;0;0;0;0;0;5729357;0;0;5729357;;0;1890964;1811719;0;0;0;0;0;0;0;0;79245;0;0;0;0;0;0;0;48037869;55830879;1684962;5729940;2579;0;2579;0;49639;0;0;49639;0;0;0;0;34219;34219;0;1147;0;290525;534917;-244392;48037869;55830879;1200609
201811;AC;29074;SENA MADUREIRA;00000000;BCO DO BRASIL S.A.;1;1;904603;904603;0;0;0;0;0;1827324;3235;0;1824089;;0;83093908;26449426;1970795;49571769;0;0;0;0;1001281;111973;3988665;0;0;0;0;0;9213;0;22692802;108527850;7553578;12429170;16484025;0;16484025;0;42095091;0;0;42095091;0;0;0;2;222783;222783;0;2354141;0;4696258;5912992;-1216734;22692802;108527850;1200500
201811;AC;29074;SENA MADUREIRA;00360305;CAIXA ECONOMICA FEDERAL;1;1;840185;840185;0;0;0;0;0;-21801911;188646;0;0;;-21990557;45584207;19760742;438097;0;0;0;0;0;29366823;313796;0;0;-4295251;0;0;0;6410941;0;245305104;276338526;2611506;20042291;3953340;0;3953340;0;5422;3680;0;1742;0;0;0;0;32935;32935;0;490273;0;3897654;5825564;-1927910;245305104;276338526;1200500
