#DATA_BASE;UF;CODMUN;MUNICIPIO;CNPJ;NOME_INSTITUICAO;AGEN_ESPERADAS;AGEN_PROCESSADAS;VERBETE_110_DISPONIBILIDADES;VERBETE_111_CAIXA;VERBETE_112_DEPOSITOS_BANCARIOS;VERBETE_113_BACEN_RESERV_BANC_EM_ESPECIE;VERBETE_120_APLIC_INTERFINANC_DE_LIQUIDEZ;VERBETE_130_TIT_E_VAL_MOB_E_INST_FIN_DERIV;VERBETE_140_REL_INTERFINANC_E_INTERDEPEND;VERBETE_141_CORRESPONDENTES_NO_EXTERIOR + VERBETE_142_CORRESPONDENTES_NO_PAIS;"VERBETE_144_COBRANCA_EM_TRANSITO + VERBETE_145_ORDENS_DE_PAGAMENTO	+ VERBETE_146_VAL_LIGADAS_E_TERC_EM_TRANSITO + VERBETE_147_DEPENDENCIAS_NO_PAIS	+ VERBETE_152_SUPRIMENTOS_INTERDEPENDENCIAS";VERBETE_158_OUTR_REL_INTERF_E_INTERDEPEND;VERBETE_160_OPERACOES_DE_CREDITO;VERBETE_161_EMPRES_E_TIT_DESCONTADOS;VERBETE_162_FINANCIAMENTOS;VERBETE_163_FIN_RURAIS_AGRICUL_CUST/INVEST;VERBETE_167_FINANCIAMENTOS_AGROINDUSTRIAIS;VERBETE_169_FINANCIAMENTOS_IMOBILIARIOS;VERBETE_171_OUTRAS_OPERACOES_DE_CREDITO;VERBETE_172_OUTROS_CREDITOS;VERBETE_174_PROV_P/_OPER_CREDITOS;VERBETE_176_OPERACOES_ESPECIAIS;VERBETE_180_ARRENDAMENTO_MERCANTIL;VERBETE_184_PROV_P/OPER_ARR_MERCANTIL;VERBETE_190_OUTROS_VALORES_E_BENS;VERBETE_200_PERMANENTE;VERBETE_399_TOTAL_DO_ATIVO;VERBETE_401_SERVICOS_PUBLICOS + VERBETE_402_ATIVIDADES_EMPRESARIAIS + VERBETE_403_ESPECIAIS_DO_TESOURO_NACIONAL + VERBETE_404_SALDOS_CREDORES_EM_CONTAS_DE_EMPRESTIMOS_E_FINAN + VERBETE_411_DE_PESSOAS_FISICAS + VERBETE_412_DE_PESSOAS_JURIDICAS + VERBETE_413_DE_INSTITUICOES_FINANCEIRAS + VERBETE_414_JUDICIAIS + VERBETE_415_OBRIGATORIOS + VERBETE_416_PARA_INVESTIMENTOS + VERBETE_417_VINCULADOS + VERBETE_418_DEMAIS_DEPOSITOS + VERBETE_419_SLD_CRED_CTAS_EMPR_FINANC_OUTR;VERBETE_420_DEPOSITOS_DE_POUPANCA;VERBETE_430_DEPOSITOS_INTERIFNANCEIROS;VERBETE_431_DEPOSITOS_INTERFINANCEIROS;VERBETE_432_DEPOSITOS_A_PRAZO;VERBETE_433_CAPTACEOS_NO_MERCADO_ABERTO;VERBETE_440_REL_INTERFINANC_E_INTERDEPEND;VERBETE_441_CORRESPONDENTES_NO_EXTERIOR + VERBETE_442_CORRESPONDENTES_NO_PAIS;VERBETE_444_COBRANCA_EM_TRANSITO + VERBETE_445_ORDENS_DE_PAGAMENTO + VERBETE_446_VAL_DE_LIG_E_TERC_EM_TRANSITO + VERBETE_447_DEPENDENCIAS_NO_PAIS + VERBETE_456_SUPRIM_INTERDEPARTAMENTAIS + VERBETE_458_OUTR_REL_INTERFIN_INTERDEPEND;VERBETE_460_OBRIG_POR_EMP_E_REPASSES;VERBETE_461_BANCO_CENTRAL_ASSISTENCIA_FINANCEIRA + VERBETE_467_OPERACOES_ESPECIAIS + VERBETE_468_OUTR_OBRIG_POR_EMPR_E_REPASSES;VERBETE_470_INST_FINANCEIROS_DERIVATIVOS;VERBETE_480_OBRIGACOES_POR_RECEBIMENTO;VERBETE_481_IOF + VERBETE_482_CONTRIBUICOES_PREVIDENCIARIAS + VERBETE_483_TRIBUTOS_ESTAD_E_MUNICIPAIS + VERBETE_484_TRIBUTOS_FEDERAIS + VERBETE_485_FGTS + VERBETE_487_DEMAIS_RECEBIMENTOS;VERBETE_490_CHEQUES_ADMINISTRATIVOS + VERBETE_500_OUTRAS_OBRIGACOES;VERBETE_610_PATRIMONIO_LIQUIDO;VERBETE_710_CONTAS_DE_RESULTADO;VERBETE_711_CONTAS_CREDORAS;VERBETE_712_CONTAS_DEVEDORAS;VERBETE_899_TOTAL_DO_PASSIVO;CODMUN_IBGE
202403;AC;5184;MANOEL URBANO;00360305;CAIXA ECONOMICA FEDERAL;1;1;754996;754996;0;0;0;0;-11096887;0;0;-11096887;28127957;19609655;36968;5823563;0;4143386;100594;0;-1586209;0;0;0;0;0;17786066;2301003;11638504;1517480;0;1517480;0;66330;370;65960;0;0;0;34097;34097;1364999;0;863653;1251789;-388137;17786066;1200344
202403;AC;9465;ASSIS BRASIL;00360305;CAIXA ECONOMICA FEDERAL;1;1;792632;792632;0;0;0;0;-6925823;118819;0;-7044641;17672087;15370509;132957;1723153;0;1491004;0;0;-1045537;0;0;0;0;0;11538896;836382;6625876;1939810;0;1939810;0;18742;0;18742;0;0;0;7313;7313;1649158;0;461614;831308;-369694;11538896;1200054
202403;AC;15978;FEIJO;00360305;CAIXA ECONOMICA FEDERAL;1;1;2288271;2288271;0;0;0;0;-35310659;515951;0;-35826610;62949164;42943131;0;961139;0;20940622;129859;0;-2025587;0;0;0;0;0;29926776;2967863;18070144;1119388;0;1119388;0;75002;1200;73802;0;0;0;9439;9439;5645986;0;2038954;2598876;-559922;29926776;1200302
202403;AC;15978;FEIJO;04902979;BCO DA AMAZONIA S.A.;1;1;500215;500215;0;0;0;0;0;0;0;0;13284825;4370932;84192;8814547;0;0;0;15154;0;0;0;0;0;0;13785039;4878885;6562320;491752;0;491752;0;1371109;0;1371109;0;0;0;465;465;51032;0;429475;576571;-147096;13785039;1200302
202403;AC;18690;XAPURI;04902979;BCO DA AMAZONIA S.A.;1;1;398580;398580;0;0;0;0;6182;0;0;6182;49810304;6164751;5688543;37949140;0;0;0;7870;0;0;0;0;0;0;50215065;11879997;6290130;187212;0;187212;0;30744825;0;30744825;0;0;0;1627;1627;15275;0;1095998;1218086;-122089;50215065;1200708
202403;AC;27478;TARAUACA;00000000;BCO DO BRASIL S.A.;1;1;2508774;2508774;0;0;0;754105;1343059;43897;1299162;0;301815133;132476638;5228091;147510957;7;2055582;0;14543858;0;0;0;0;28452;0;306449524;18258580;30274373;8545652;0;8545652;0;235762355;0;235762355;0;0;0;102244;102244;1975455;0;11530866;12915651;-1384785;306449524;1200609
202403;AC;27478;TARAUACA;00360305;CAIXA ECONOMICA FEDERAL;1;1;3173982;3173982;0;0;0;0;-51569176;184280;0;-51753456;99868395;69053599;0;3489764;0;30534896;888398;0;-4098261;0;0;0;0;0;51473201;6573692;24373854;6111626;0;6111626;0;127946;300;127646;0;0;0;20563;20564;11553486;0;2712034;3982313;-1270279;51473201;1200609
202403;AC;27478;TARAUACA;04902979;BCO DA AMAZONIA S.A.;1;1;288744;288744;0;0;0;0;358;0;0;358;26025237;5075241;740664;20129724;0;0;0;79608;0;0;0;0;0;0;26314339;2244622;7736581;120260;0;120260;0;15694441;0;15694441;0;0;0;1792;1792;34919;0;481725;629351;-147626;26314339;1200609
202403;AC;29074;SENA MADUREIRA;00000000;BCO DO BRASIL S.A.;1;1;2369088;2369088;0;0;0;0;1473158;9881;1463278;0;205325158;66780340;448857;128438817;0;1271096;0;8386047;0;0;0;0;15175;0;209182579;10140308;20924895;18620981;0;18620981;0;151528708;0;151528708;0;0;3;319013;319013;1120003;0;6528669;7664522;-1135853;209182579;1200500
202403;AC;29074;SENA MADUREIRA;00360305;CAIXA ECONOMICA FEDERAL;1;1;2509267;2509267;0;0;0;0;-44454021;25176;0;-44479197;110380324;41562315;1904986;36701847;0;34048211;187637;0;-4024672;0;0;0;1591346;0;70026915;8308632;41464341;5866477;0;5866477;0;150796;1750;149046;0;0;0;12132;12132;11724634;0;2499903;4536955;-2037052;70026915;1200500
202403;AC;29074;SENA MADUREIRA;04902979;BCO DA AMAZONIA S.A.;1;1;194054;194054;0;0;0;0;0;0;0;0;23989065;10213022;5144802;8474138;0;0;0;157102;0;0;0;0;0;0;24183118;8217576;12118717;58263;0;58263;0;3109318;0;3109318;0;0;0;1311;1311;17946;0;659988;885883;-225895;24183118;1200500
202403;AC;29988;PLACIDO DE CASTRO;00000000;BCO DO BRASIL S.A.;1;1;1106002;1106002;0;0;0;0;482600;21588;461012;0;124931777;38010221;1039562;81241827;0;400196;0;4239971;0;0;0;0;11381;0;126531760;5216147;11104525;3554430;0;3554430;0;100803373;0;100803374;0;0;0;55285;55284;1990499;0;3807501;4275213;-467712;126531760;1200385
